age,weight(kg),height(m),gender,BMR,activity_level,calories_to_maintain_weight
3,16.6554108765977,1.077717676926787,1,984.004,1.7,1672.8068
4,14.457298279005126,0.9717712077810482,1,940.191,1.7,1598.3247
3,16.86706826640415,0.9064170310758682,1,956.915,1.3,1243.9895
4,16.910307106846847,0.9149612760180263,1,954.082,1.7,1621.9394
2,15.37527937811246,0.8831625801968043,0,704.623,1.7,1197.8591
4,13.46242284282058,0.9391064146678928,1,925.087,1.9,1757.6653
4,15.14033951462082,1.051270437674223,0,771.858,1.9,1466.5302
5,12.981237872870258,1.0787610568850234,1,939.509,1.9,1785.0671
3,13.950221540565062,0.9789977200664384,1,941.252,1.7,1600.1283999999998
2,15.761863390184292,1.046499207710612,1,974.819,1.9,1852.1561
3,16.95739497049648,1.0287337887425934,0,792.283,1.9,1505.3377
4,13.426548081981284,0.9603305432346142,1,928.351,1.9,1763.8669
3,17.530912723774172,0.9074700269253224,0,739.509,1.9,1405.0671
3,13.663090598913294,0.9235929115364166,1,929.076,1.7,1579.4292
4,16.26279988402097,0.917515080921606,0,720.358,1.9,1368.6801999999998
4,15.756218507658936,0.9049973542160246,1,941.309,1.3,1223.7017
4,17.666654675566505,1.0145330508754586,1,978.271,1.5,1467.4065
3,12.910030116469583,0.87193084059445,1,913.065,1.9,1734.8235
4,14.951394384906658,1.021468900172609,1,953.383,1.7,1620.7511
4,14.96129311350519,0.9495289861113636,1,941.248,1.7,1600.1216
2,16.06372701776128,0.9176668466655208,0,731.306,1.9,1389.4814
4,16.24123717007565,1.053746980490303,1,971.253,1.9,1845.3807
5,15.79551504584482,1.0618301624209026,1,963.648,1.7,1638.2016
2,16.681865377974653,0.9707823680314406,1,970.779,1.5,1456.1685
2,17.831065856717824,0.954868295910533,1,979.106,1.2,1174.9272
3,16.491886978677165,1.0664232847048083,1,980.514,1.5,1470.771
4,16.777334757775897,1.0699993697757793,1,979.162,1.9,1860.4078
5,14.842510175358228,0.8634255216929759,1,920.77,1.5,1381.155
2,17.02860978215754,0.9278298352034414,1,966.806,1.7,1643.5702
4,17.65932850397199,0.8732208876114401,1,954.177,1.7,1622.1009
5,16.590205873352648,0.934106134537232,1,949.564,1.9,1804.1716
5,17.085397418334978,0.90469940496015,1,949.319,1.3,1234.1147
5,17.80295509382316,0.9042231714382252,1,956.126,1.7,1625.4142
3,16.78042614768466,1.0600850477301929,1,982.207,1.9,1866.1933
5,15.857276450801423,0.9130619135535416,1,938.95,1.9,1784.005
2,16.01355207086212,0.9946489007471871,1,968.42,1.9,1839.998
4,15.664853779594262,0.8983889093308768,1,939.309,1.5,1408.9634999999998
3,17.487237201340058,0.9129812995326184,1,963.984,1.5,1445.976
2,16.20362788407104,0.8740776212663488,1,949.748,1.9,1804.5212
2,16.461629155359503,0.8766540710512178,0,716.251,1.9,1360.8769
3,17.239515089525455,0.9031670454860172,1,959.938,1.7,1631.8946
5,13.194640264355264,0.96966014316624,1,923.011,1.7,1569.1187
5,16.814446723881588,0.8576253797825961,1,938.715,1.5,1408.0725
4,13.25071110075088,0.9682640854751974,1,928.012,1.9,1763.2227999999998
3,16.490020962451368,0.8725493092488101,1,947.538,1.3,1231.7994
2,13.784758084737344,1.06465010244876,1,958.924,1.9,1821.9556
3,15.388022521772395,0.902802825143035,1,942.101,1.7,1601.5717
3,17.721109405238302,0.8871676175670128,1,961.841,1.5,1442.7615
3,15.889101878700004,0.9234578741914,1,950.423,1.5,1425.6345
3,15.195383688756836,1.061227955301832,1,967.184,1.5,1450.7759999999998
4,17.789244937371077,1.0319084625956936,0,798.467,1.9,1517.0873
3,14.78025311025291,0.9543896421971204,1,945.037,1.7,1606.5629
3,12.781363700837447,0.9800161009456084,1,930.204,1.9,1767.3875999999998
4,12.502004751525408,1.0069841121149166,1,927.407,1.9,1762.0733
3,14.623256022482092,1.0078142302961557,1,952.612,1.9,1809.9628
2,13.52129849798555,1.033542269884513,1,951.107,1.7,1616.8819
4,14.31381381261695,0.8861431918764328,1,924.257,1.9,1756.0883
3,14.070157202137302,1.051022314431925,0,763.872,1.9,1451.3567999999998
5,12.113626894208132,0.9300182234007824,1,905.894,1.7,1540.0198
4,16.08075954631955,0.92561848980003,1,947.93,1.7,1611.4809999999998
5,17.0335242337894,0.945630740753417,1,955.779,1.7,1624.8243
3,14.345527205494742,1.065754103703734,1,959.795,1.9,1823.6105
4,14.118322743282045,1.006710854414233,1,942.877,1.9,1791.4662999999998
2,17.302609042416954,1.0117227540606264,1,983.698,1.9,1869.0262
5,17.037541918669074,1.0774233273714946,1,978.222,1.7,1662.9774
3,14.713001320955335,1.0667002980216798,1,963.484,1.9,1830.6196
4,15.97272590756618,0.927243585366772,1,947.17,1.3,1231.321
2,17.296063984286718,0.9027353693709228,0,740.724,1.3,962.9412
3,16.161212025209554,0.9027553529485846,1,949.516,1.7,1614.1772
4,12.9895112878011,0.993149218460873,1,929.735,1.9,1766.4965
3,14.23532055562289,0.8619389655611988,1,924.089,1.9,1755.7691
3,17.376675401265857,0.9267100222619996,0,747.015,1.9,1419.3284999999998
5,12.35960500105889,0.9669258806134172,1,914.53,1.7,1554.701
2,14.1036321775385,0.98706953531538,1,948.797,1.9,1802.7143
4,17.163730105406437,0.9055592068021316,1,954.917,1.9,1814.3423
4,17.197037680609633,0.9037665867322692,0,726.283,1.7,1234.6811
4,16.522312357621274,1.0766155232154884,1,977.839,1.5,1466.7585
3,15.715211415704715,0.9291793853507092,1,949.727,1.9,1804.4813
4,14.4567633537738,0.9088792124096152,1,929.494,1.7,1580.1398
3,17.47775354388522,0.883019770100212,1,958.8,1.3,1246.44
3,14.138869487004492,1.0663822889885552,1,957.918,1.9,1820.0442
3,17.871296022818015,0.9264267238070814,1,969.957,1.9,1842.9183
3,14.566018671323144,0.9019746080576904,1,934.069,1.9,1774.7310999999995
4,15.969883920124293,1.0566924636838124,1,969.149,1.7,1647.5533
4,14.226717515806511,0.9224149537550332,1,929.587,1.9,1766.2152999999998
4,17.62741609129803,0.8769380174783472,1,954.503,1.3,1240.8539
4,15.437498112992206,0.9069183551837056,1,938.576,1.7,1595.5792
4,13.644566077239954,0.8863096418069599,1,917.86,1.7,1560.362
4,16.257547449167202,0.9171362373517172,1,948.186,1.5,1422.279
4,15.740394357287869,0.9062655048329448,1,941.373,1.7,1600.3341
5,17.595912721961955,1.0341697338322569,1,976.23,1.7,1659.591
2,15.584298034998112,0.983854200900398,1,962.464,1.7,1636.1888
4,17.024891030893727,0.9012366047374454,1,952.849,1.5,1429.2735
2,12.965165095944329,0.907887517437812,1,924.406,1.9,1756.3713999999998
2,13.577963991761893,0.8678615185679491,1,923.485,1.9,1754.6215
2,17.831837715366806,0.948489444330956,1,978.029,1.2,1173.6348
3,12.4237840510578,0.954125635147026,1,922.37,1.9,1752.503
2,15.92224513721086,1.047327424533714,1,976.499,1.9,1855.3481
3,13.788070073191044,0.9412753259243516,1,933.282,1.7,1586.5794
4,16.112629024058222,0.8776909650717821,1,940.089,1.5,1410.1335
2,17.107167622925157,0.9714448076656408,0,772.491,1.9,1467.7329
4,17.738378632383625,0.9642287113526326,1,970.407,1.9,1843.7733
5,15.124675567143646,0.8901594536039537,0,684.288,1.7,1163.2896
3,13.461417295865305,0.9302511536989724,1,928.272,1.9,1763.7168
4,16.862713579357962,0.9401236085073617,1,957.903,1.5,1436.8545
2,16.128903412113896,0.8745084821721701,1,949.104,1.3,1233.8352
3,15.412328165183872,1.0275070780835172,0,770.502,1.9,1463.9537999999998
4,15.745989439612927,0.8860137464308977,1,937.984,1.3,1219.3792
4,16.24377592431192,1.012526027702033,0,767.603,1.9,1458.4456999999998
3,16.855084828957892,0.9737362476292084,0,763.383,1.9,1450.4277
3,17.634401815735103,0.8954690463871837,0,734.926,1.3,955.4038
3,16.622640732234267,0.9284054360892086,1,958.306,1.3,1245.7978
5,16.11297158190104,0.9236825861929836,0,714.589,1.7,1214.8013
5,13.921626082414496,0.949316743493114,1,926.531,1.7,1575.1027
4,14.255078190506566,1.0763643101895728,1,956.031,1.9,1816.4589
3,15.645527461654702,0.9085749783687582,0,714.231,1.9,1357.0389
3,17.574712827072418,0.9421152786952068,1,969.777,1.7,1648.6209
4,16.407892475803227,0.975058813300796,1,959.476,1.9,1823.0044
4,16.35710915063428,0.9264445649610824,1,950.724,1.7,1616.2308
3,12.381473206003138,0.8565179433489354,1,905.37,1.7,1539.129
4,15.054989595687266,1.062423833523117,0,776.265,1.9,1474.9035
5,13.526210114907595,0.9930132255879236,1,930.164,1.9,1767.3116
4,16.888354991302304,0.8701953927308835,0,705.268,1.7,1198.9556
4,16.586247238120322,1.0331195978922505,1,971.058,1.9,1845.0102
4,14.672603495936691,1.0738722679429935,1,959.615,1.7,1631.3455
4,15.34557453304017,1.0598518445231504,1,963.692,1.7,1638.2764
2,14.85902265991984,1.0768224032499043,1,971.306,1.5,1456.959
4,17.139912974789468,0.916287889216459,0,731.761,1.9,1390.3458999999998
5,16.206806839297794,0.863205485817011,0,685.636,1.5,1028.454
3,14.999445955255895,0.8757471791173965,1,933.772,1.9,1774.1668
4,17.74846722101582,0.9346353380529788,1,965.473,1.5,1448.2095
4,17.194787189110258,0.9283318543152156,1,959.086,1.5,1438.629
4,12.152739136320095,1.0497616297895114,1,931.326,1.7,1583.2542
3,17.247299321155815,0.9207730559247284,1,963.005,1.7,1637.1085
4,17.07203577087496,0.9392223585390846,1,959.759,1.5,1439.6385
2,15.191320141724264,1.0087670387701542,1,962.927,1.7,1636.9759
3,16.24497076356759,0.9108231938315198,1,951.692,1.3,1237.1996
4,16.54267796449197,1.012315413554974,1,967.103,1.9,1837.4957
3,15.65221579041973,0.8918082514196307,1,942.769,1.5,1414.1535
3,15.758769468089442,1.0779651309884477,1,975.438,1.9,1853.3322
4,16.023244959449826,0.9035544703291428,1,943.627,1.9,1792.8912999999998
3,16.06730725986909,0.976026331688487,1,961.071,1.7,1633.8207
2,13.226553902905676,0.8631991089370997,1,919.319,1.9,1746.7061
4,15.782319441802688,1.069968981126231,0,790.002,1.9,1501.0037999999995
5,16.914590809367372,0.8821646869637954,1,943.848,1.9,1793.3112
4,15.711143607899244,0.9179281059795624,0,713.007,1.7,1212.1119
3,14.574087151165438,0.9687321951002392,1,945.496,1.7,1607.3432
3,14.633215077312297,1.041119836376862,1,958.369,1.7,1629.2273
3,16.391720170624097,0.8880697275666054,1,949.232,1.5,1423.848
3,17.503245885927292,0.8850485934423511,1,959.389,1.2,1151.2668
4,15.30324097260141,1.0556436589279634,0,776.276,1.9,1474.9244
2,16.57582754268863,1.039368355932457,0,799.173,1.9,1518.4287
5,13.082598281565131,0.9310419917876412,1,915.37,1.9,1739.203
4,16.133254808702603,1.006218613658125,1,962.136,1.7,1635.6311999999998
5,16.450707287234618,0.867892700148837,1,936.969,1.3,1218.0597
3,14.462397798563122,1.0154539418603747,1,952.366,1.9,1809.4954
3,15.918856429564393,0.8842274560271289,0,705.802,1.7,1199.8634
4,15.83465015091106,1.0680224288535145,1,969.776,1.9,1842.5744
3,12.754534900082591,1.0736712970575135,1,945.868,1.7,1607.9756
4,16.922561485560465,0.8917383959322045,1,950.252,1.5,1425.378
3,14.262828813051913,1.0601803835997616,1,958.054,1.7,1628.6917999999998
4,15.101071353468445,0.9661462291743892,1,945.415,1.9,1796.2885
3,12.59816260675948,0.883623915104308,1,912.058,1.7,1550.4986
3,13.467958046801591,0.9086649508041053,1,924.665,1.7,1571.9305
3,17.24906552737368,0.8750320631509884,1,955.246,1.7,1623.9181999999998
2,15.807387712597258,0.9111439067593644,0,724.533,1.7,1231.7061
2,13.014542665651746,1.026763558853165,1,945.089,1.9,1795.6691
2,15.613610125024357,1.0182518526074311,0,775.432,1.9,1473.3208
4,16.93814110325614,0.8810696423190828,1,948.588,1.5,1422.882
4,15.005042781772488,0.900855615823632,1,933.394,1.7,1586.7698
5,17.358769156020145,1.0598161712300451,1,978.313,1.9,1858.7947
5,15.94087683049097,0.8563419716660103,1,930.111,1.3,1209.1443
4,17.580743379497402,0.950019385621342,1,966.478,1.5,1449.717
4,15.24096191512389,0.8592374258368002,0,677.22,1.5,1015.83
4,17.57810028201135,0.9786344007842984,1,971.318,1.5,1456.977
5,13.582368408547254,1.0336546749072144,1,937.612,1.7,1593.9404
3,17.605690462132245,0.8848156841226082,1,960.333,1.9,1824.6327
4,14.774857132237706,0.9472565312257532,1,939.072,1.9,1784.2368
3,12.459300383447104,1.0695387037865771,1,942.331,1.9,1790.4289
3,17.15352722186408,0.901278242257294,1,958.791,1.5,1438.1865
4,15.046670006852697,0.9754913175748012,1,946.482,1.9,1798.3158
4,12.30119248173262,0.9833468280889772,1,921.46,1.7,1566.482
5,14.359799847929226,0.8784226203422553,0,667.941,1.5,1001.9115
2,17.696224027249997,0.9657582784164964,0,777.717,1.3,1011.0321
5,14.155927064506749,0.8657506858451883,1,914.575,1.7,1554.7775
4,16.350760635923354,1.0026665177456944,1,963.621,1.9,1830.8799
3,14.941646791417066,0.8779336787166219,0,689.267,1.7,1171.7539000000002
3,16.973825204606737,0.8979855581053742,0,727.134,1.7,1236.1278
4,13.20849835862082,0.8985802741785509,1,915.76,1.7,1556.792
2,12.25159116934655,1.0064755269830412,1,934.316,1.7,1588.3372
2,17.623909076270138,0.9924075448871572,0,790.051,1.9,1501.0969
3,16.36670248977067,0.9289529891758008,0,734.3,1.7,1248.31
3,14.45857018830651,0.8905454286275283,1,931.095,1.9,1769.0805
3,16.682739920119197,1.0738767789013168,1,983.613,1.5,1475.4195
3,13.922588474086716,0.8941116001873568,1,926.556,1.9,1760.4564
3,17.659250180561514,0.9182948527233455,1,966.539,1.2,1159.8468
4,17.62767741753518,0.963692562328913,0,762.145,1.9,1448.0755
4,17.868417427207543,0.9356434321601644,1,966.796,1.7,1643.5532
3,17.737357592564372,0.9927926532938556,1,979.953,1.5,1469.9295
5,16.99479568960614,0.8999033478333135,0,714.78,1.7,1215.126
3,14.679100495543224,1.0656625373854114,1,962.982,1.9,1829.6658
4,13.131652781981384,0.8568707857183929,1,907.932,1.7,1543.4844
3,14.7585039996269,1.0361671881802947,0,765.875,1.9,1455.1625
3,16.163417462846944,0.9183295595548476,1,952.185,1.3,1237.8405
4,17.481070659777338,0.9710484769108434,1,969.097,1.2,1162.9163999999998
4,15.08526251044669,0.886189999221449,1,931.671,1.5,1397.5065
3,17.686432986881982,1.013885876014418,1,983.05,1.9,1867.795
4,16.099332142120332,0.8833800114906059,1,940.928,1.5,1411.392
3,16.79672486121934,0.940468374044272,1,962.028,1.2,1154.4336
3,15.687592924474714,1.0551808115444778,1,970.882,1.9,1844.6758
2,16.5574831012784,1.041410364768602,0,799.943,1.9,1519.8917
2,17.075788954646203,1.0158688779665304,1,982.225,1.7,1669.7825
