age,weight(kg),height(m),gender,BMI,BMR,calories_to_maintain_weight
4,14.14341028795664,0.9585987431530996,1,15.391481674367268,934.939,1776.3840999999998
4,17.496114249593248,0.9424098069456462,1,19.699808856257967,964.372,1446.558
2,15.327587284196987,0.8691888178311472,1,20.288294343641493,940.507,1222.6591
3,13.726481327728006,0.8853321874792096,1,17.51244223869441,923.181,1754.0439
3,15.66711817611886,1.0212240200271612,1,15.022668255763309,964.912,1833.3328
5,13.303136483534706,0.8698615746410531,1,17.581412085813366,907.087,1542.0479
3,17.06456602520371,0.9644879480464188,1,18.344320844965356,968.683,1453.0245
4,17.140446927833647,0.9498629742615492,1,18.99766492227771,962.225,1154.67
3,16.204593671618444,0.8737016489348374,1,21.22813470931287,944.993,1417.4895
2,12.056738104929304,1.015325342686092,1,11.695515653875118,933.95,1587.715
3,12.63177019144164,1.0324269928516874,1,11.850741218574164,937.678,1781.5882
2,15.96833622972628,0.9246527985967686,0,18.67679240794169,733.493,953.5409
4,14.680151776643443,1.0767846607619602,0,12.661140416357055,778.31,1478.7889999999998
5,16.527534090809326,0.9576914029052692,1,18.02008702478683,952.972,1810.6468
4,12.142687804563325,0.9703817878319936,1,12.895243729900027,917.735,1743.6965
4,16.740063305686135,0.8960926430456734,0,20.8473699113524,716.185,1360.7515
3,12.76217105620457,0.9222430912796334,1,15.004921935256082,920.198,1564.3366
3,16.6554108765977,1.077717676926787,1,14.339874097510318,984.004,1672.8068
4,14.457298279005126,0.9717712077810482,1,15.309432299413968,940.191,1598.3247
3,16.86706826640415,0.9064170310758682,1,20.52974185451489,956.915,1243.9895
4,16.910307106846847,0.9149612760180263,1,20.199753387438065,954.082,1621.9394
2,15.37527937811246,0.8831625801968043,0,19.712499561582284,704.623,1197.8591
4,13.46242284282058,0.9391064146678928,1,15.264887681958164,925.087,1757.6653
4,15.14033951462082,1.051270437674223,0,13.699562882241224,771.858,1466.5302
5,12.981237872870258,1.0787610568850234,1,11.154897601905445,939.509,1785.0671
3,13.950221540565062,0.9789977200664384,1,14.555185469358207,941.252,1600.1283999999998
2,15.761863390184292,1.046499207710612,1,14.392285030231948,974.819,1852.1561
3,16.95739497049648,1.0287337887425934,0,16.023342907897675,792.283,1505.3377
4,13.426548081981284,0.9603305432346142,1,14.55870975252598,928.351,1763.8669
3,17.530912723774172,0.9074700269253224,0,21.28824935695814,739.509,1405.0671
3,13.663090598913294,0.9235929115364166,1,16.01724305690658,929.076,1579.4292
4,16.26279988402097,0.917515080921606,0,19.318299519440018,720.358,1368.6801999999998
4,15.756218507658936,0.9049973542160246,1,19.237887287013507,941.309,1223.7017
4,17.666654675566505,1.0145330508754586,1,17.16413495303102,978.271,1467.4065
3,12.910030116469583,0.87193084059445,1,16.980996682253437,913.065,1734.8235
4,14.951394384906658,1.021468900172609,1,14.329511991925235,953.383,1620.7511
4,14.96129311350519,0.9495289861113636,1,16.59406082544997,941.248,1600.1216
2,16.06372701776128,0.9176668466655208,0,19.07551322925307,731.306,1389.4814
4,16.24123717007565,1.053746980490303,1,14.626702294871608,971.253,1845.3807
5,15.79551504584482,1.0618301624209026,1,14.00953356234054,963.648,1638.2016
2,16.681865377974653,0.9707823680314406,1,17.701124331123914,970.779,1456.1685
2,17.831065856717824,0.954868295910533,1,19.5564650534361,979.106,1174.9272
3,16.491886978677165,1.0664232847048083,1,14.501439388822096,980.514,1470.771
4,16.777334757775897,1.0699993697757793,1,14.65399119688398,979.162,1860.4078
5,14.842510175358228,0.8634255216929759,1,19.909373406108557,920.77,1381.155
2,17.02860978215754,0.9278298352034414,1,19.780739631180417,966.806,1643.5702
4,17.65932850397199,0.8732208876114401,1,23.15932804195612,954.177,1622.1009
5,16.590205873352648,0.934106134537232,1,19.01337994979177,949.564,1804.1716
5,17.085397418334978,0.90469940496015,1,20.87451894420037,949.319,1234.1147
5,17.80295509382316,0.9042231714382252,1,21.774131048563365,956.126,1625.4142
3,16.78042614768466,1.0600850477301929,1,14.932123318000306,982.207,1866.1933
5,15.857276450801423,0.9130619135535416,1,19.02077212646784,938.95,1784.005
2,16.01355207086212,0.9946489007471871,1,16.1863177734653,968.42,1839.998
4,15.664853779594262,0.8983889093308768,1,19.40875069734808,939.309,1408.9634999999998
3,17.487237201340058,0.9129812995326184,1,20.979611269025675,963.984,1445.976
2,16.20362788407104,0.8740776212663488,1,21.20861256261293,949.748,1804.5212
2,16.461629155359503,0.8766540710512178,0,21.41984411375268,716.251,1360.8769
3,17.239515089525455,0.9031670454860172,1,21.134349267228576,959.938,1631.8946
5,13.194640264355264,0.96966014316624,1,14.033256543587004,923.011,1569.1187
5,16.814446723881588,0.8576253797825961,1,22.860584602629835,938.715,1408.0725
4,13.25071110075088,0.9682640854751974,1,14.13355907390032,928.012,1763.2227999999998
3,16.490020962451368,0.8725493092488101,1,21.65914205200497,947.538,1231.7994
2,13.784758084737344,1.06465010244876,1,12.161449714803467,958.924,1821.9556
3,15.388022521772395,0.902802825143035,1,18.87978282890964,942.101,1601.5717
3,17.721109405238302,0.8871676175670128,1,22.515393641732405,961.841,1442.7615
3,15.889101878700004,0.9234578741914,1,18.63224439275201,950.423,1425.6345
3,15.195383688756836,1.061227955301832,1,13.49255841523346,967.184,1450.7759999999998
4,17.789244937371077,1.0319084625956936,0,16.706103463412532,798.467,1517.0873
3,14.78025311025291,0.9543896421971204,1,16.22670858009968,945.037,1606.5629
3,12.781363700837447,0.9800161009456084,1,13.30793807520695,930.204,1767.3875999999998
4,12.502004751525408,1.0069841121149166,1,12.329186518793628,927.407,1762.0733
3,14.623256022482092,1.0078142302961557,1,14.397368186244943,952.612,1809.9628
2,13.52129849798555,1.033542269884513,1,12.657907398302296,951.107,1616.8819
4,14.31381381261695,0.8861431918764328,1,18.228358167537696,924.257,1756.0883
3,14.070157202137302,1.051022314431925,0,12.737232499989558,763.872,1451.3567999999998
5,12.113626894208132,0.9300182234007824,1,14.005263237137852,905.894,1540.0198
4,16.08075954631955,0.92561848980003,1,18.769059685552023,947.93,1611.4809999999998
5,17.0335242337894,0.945630740753417,1,19.04852485507617,955.779,1624.8243
3,14.345527205494742,1.065754103703734,1,12.629974864883286,959.795,1823.6105
4,14.118322743282045,1.006710854414233,1,13.930721280552794,942.877,1791.4662999999998
2,17.302609042416954,1.0117227540606264,1,16.903964023797016,983.698,1869.0262
5,17.037541918669074,1.0774233273714946,1,14.676895054295596,978.222,1662.9774
3,14.713001320955335,1.0667002980216798,1,12.930533420591663,963.484,1830.6196
4,15.97272590756618,0.927243585366772,1,18.577675130401797,947.17,1231.321
2,17.296063984286718,0.9027353693709228,0,21.223957441748095,740.724,962.9412
3,16.161212025209554,0.9027553529485846,1,19.830505429281622,949.516,1614.1772
4,12.9895112878011,0.993149218460873,1,13.169333664633536,929.735,1766.4965
3,14.23532055562289,0.8619389655611988,1,19.16082580702637,924.089,1755.7691
3,17.376675401265857,0.9267100222619996,0,20.23387062185667,747.015,1419.3284999999998
5,12.35960500105889,0.9669258806134172,1,13.219597189815175,914.53,1554.701
2,14.1036321775385,0.98706953531538,1,14.475563431441977,948.797,1802.7143
4,17.163730105406437,0.9055592068021316,1,20.930421579868717,954.917,1814.3423
4,17.197037680609633,0.9037665867322692,0,21.05431328963067,726.283,1234.6811
4,16.522312357621274,1.0766155232154884,1,14.254420084083575,977.839,1466.7585
3,15.715211415704715,0.9291793853507092,1,18.20208322939048,949.727,1804.4813
4,14.4567633537738,0.9088792124096152,1,17.500833419433704,929.494,1580.1398
3,17.47775354388522,0.883019770100212,1,22.41531036996239,958.8,1246.44
3,14.138869487004492,1.0663822889885552,1,12.433369450205626,957.918,1820.0442
3,17.871296022818015,0.9264267238070814,1,20.822549350400543,969.957,1842.9183
3,14.566018671323144,0.9019746080576904,1,17.904089450825573,934.069,1774.7310999999995
4,15.969883920124293,1.0566924636838124,1,14.30225573556848,969.149,1647.5533
4,14.226717515806511,0.9224149537550332,1,16.720606964626747,929.587,1766.2152999999998
4,17.62741609129803,0.8769380174783472,1,22.921912985613154,954.503,1240.8539
4,15.437498112992206,0.9069183551837056,1,18.768974061019158,938.576,1595.5792
4,13.644566077239954,0.8863096418069599,1,17.369558559209807,917.86,1560.362
4,16.257547449167202,0.9171362373517172,1,19.328018091921173,948.186,1422.279
4,15.740394357287869,0.9062655048329448,1,19.164818444400236,941.373,1600.3341
5,17.595912721961955,1.0341697338322569,1,16.452358040300776,976.23,1659.591
2,15.584298034998112,0.983854200900398,1,16.099995566041674,962.464,1636.1888
4,17.024891030893727,0.9012366047374454,1,20.960744071792018,952.849,1429.2735
2,12.965165095944329,0.907887517437812,1,15.72946536003636,924.406,1756.3713999999998
2,13.577963991761893,0.8678615185679491,1,18.02742878886368,923.485,1754.6215
2,17.831837715366806,0.948489444330956,1,19.821252729582845,978.029,1173.6348
3,12.4237840510578,0.954125635147026,1,13.647175135812873,922.37,1752.503
2,15.92224513721086,1.047327424533714,1,14.515745805916048,976.499,1855.3481
3,13.788070073191044,0.9412753259243516,1,15.56216920201223,933.282,1586.5794
4,16.112629024058222,0.8776909650717821,1,20.91621765757943,940.089,1410.1335
2,17.107167622925157,0.9714448076656408,0,18.12766422024337,772.491,1467.7329
4,17.738378632383625,0.9642287113526326,1,19.078920687925606,970.407,1843.7733
5,15.124675567143646,0.8901594536039537,0,19.0875615560888,684.288,1163.2896
3,13.461417295865305,0.9302511536989724,1,15.55572843125196,928.272,1763.7168
4,16.862713579357962,0.9401236085073617,1,19.07908512205516,957.903,1436.8545
2,16.128903412113896,0.8745084821721701,1,21.090010148496997,949.104,1233.8352
3,15.412328165183872,1.0275070780835172,0,14.598176262030046,770.502,1463.9537999999998
4,15.745989439612927,0.8860137464308977,1,20.058065070297744,937.984,1219.3792
4,16.24377592431192,1.012526027702033,0,15.84435623292338,767.603,1458.4456999999998
3,16.855084828957892,0.9737362476292084,0,17.776582327130594,763.383,1450.4277
3,17.634401815735103,0.8954690463871837,0,21.99173916727136,734.926,955.4038
3,16.622640732234267,0.9284054360892086,1,19.285223177042017,958.306,1245.7978
5,16.11297158190104,0.9236825861929836,0,18.885571380691797,714.589,1214.8013
5,13.921626082414496,0.949316743493114,1,15.447837183127666,926.531,1575.1027
4,14.255078190506566,1.0763643101895728,1,12.304133245151752,956.031,1816.4589
3,15.645527461654702,0.9085749783687582,0,18.95259422065928,714.231,1357.0389
3,17.574712827072418,0.9421152786952068,1,19.80068174013238,969.777,1648.6209
4,16.407892475803227,0.975058813300796,1,17.258028310814208,959.476,1823.0044
4,16.35710915063428,0.9264445649610824,1,19.0575766871847,950.724,1616.2308
3,12.381473206003138,0.8565179433489354,1,16.877160913306604,905.37,1539.129
4,15.054989595687266,1.062423833523117,0,13.33781994267734,776.265,1474.9035
5,13.526210114907595,0.9930132255879236,1,13.717218734362396,930.164,1767.3116
4,16.888354991302304,0.8701953927308835,0,22.30251242819707,705.268,1198.9556
4,16.586247238120322,1.0331195978922505,1,15.539854018775037,971.058,1845.0102
4,14.672603495936691,1.0738722679429935,1,12.723363275800455,959.615,1631.3455
4,15.34557453304017,1.0598518445231504,1,13.661325305734607,963.692,1638.2764
2,14.85902265991984,1.0768224032499043,1,12.814512235506228,971.306,1456.959
4,17.139912974789468,0.916287889216459,0,20.41478073114196,731.761,1390.3458999999998
5,16.206806839297794,0.863205485817011,0,21.750491368879903,685.636,1028.454
3,14.999445955255895,0.8757471791173965,1,19.55769744483124,933.772,1774.1668
4,17.74846722101582,0.9346353380529788,1,20.31778956490897,965.473,1448.2095
4,17.194787189110258,0.9283318543152156,1,19.952177484220737,959.086,1438.629
4,12.152739136320095,1.0497616297895114,1,11.027899163052052,931.326,1583.2542
3,17.247299321155815,0.9207730559247284,1,20.343042007327444,963.005,1637.1085
4,17.07203577087496,0.9392223585390846,1,19.353007589023687,959.759,1439.6385
2,15.191320141724264,1.0087670387701542,1,14.928416712954125,962.927,1636.9759
3,16.24497076356759,0.9108231938315198,1,19.581717081751243,951.692,1237.1996
4,16.54267796449197,1.012315413554974,1,16.142623454881903,967.103,1837.4957
3,15.65221579041973,0.8918082514196307,1,19.680351644702405,942.769,1414.1535
3,15.758769468089442,1.0779651309884477,1,13.561660761664523,975.438,1853.3322
4,16.023244959449826,0.9035544703291428,1,19.626451901305902,943.627,1792.8912999999998
3,16.06730725986909,0.976026331688487,1,16.866308125665096,961.071,1633.8207
2,13.226553902905676,0.8631991089370997,1,17.751078290928167,919.319,1746.7061
4,15.782319441802688,1.069968981126231,0,13.785688294088596,790.002,1501.0037999999995
5,16.914590809367372,0.8821646869637954,1,21.735125791472488,943.848,1793.3112
4,15.711143607899244,0.9179281059795624,0,18.64620535614256,713.007,1212.1119
3,14.574087151165438,0.9687321951002392,1,15.530087239187075,945.496,1607.3432
3,14.633215077312297,1.041119836376862,1,13.50014128433112,958.369,1629.2273
3,16.391720170624097,0.8880697275666054,1,20.78406056143951,949.232,1423.848
3,17.503245885927292,0.8850485934423511,1,22.34520592833522,959.389,1151.2668
4,15.30324097260141,1.0556436589279634,0,13.732472256615186,776.276,1474.9244
2,16.57582754268863,1.039368355932457,0,15.343916938428112,799.173,1518.4287
5,13.082598281565131,0.9310419917876412,1,15.092301346508227,915.37,1739.203
4,16.133254808702603,1.006218613658125,1,15.934458126903754,962.136,1635.6311999999998
5,16.450707287234618,0.867892700148837,1,21.83999345239129,936.969,1218.0597
3,14.462397798563122,1.0154539418603747,1,14.025548145381151,952.366,1809.4954
3,15.918856429564393,0.8842274560271289,0,20.360285985214137,705.802,1199.8634
4,15.83465015091106,1.0680224288535145,1,13.881862113409666,969.776,1842.5744
3,12.754534900082591,1.0736712970575135,1,11.064248983950227,945.868,1607.9756
4,16.922561485560465,0.8917383959322045,1,21.280957649659555,950.252,1425.378
3,14.262828813051913,1.0601803835997616,1,12.689547658624052,958.054,1628.6917999999998
4,15.101071353468445,0.9661462291743892,1,16.177895778534552,945.415,1796.2885
3,12.59816260675948,0.883623915104308,1,16.13512323153345,912.058,1550.4986
3,13.467958046801591,0.9086649508041053,1,16.31151130705784,924.665,1571.9305
3,17.24906552737368,0.8750320631509884,1,22.527740683885625,955.246,1623.9181999999998
2,15.807387712597258,0.9111439067593644,0,19.040842255250144,724.533,1231.7061
2,13.014542665651746,1.026763558853165,1,12.344912564014448,945.089,1795.6691
2,15.613610125024357,1.0182518526074311,0,15.058888335045928,775.432,1473.3208
4,16.93814110325614,0.8810696423190828,1,21.819523950246467,948.588,1422.882
4,15.005042781772488,0.900855615823632,1,18.48957197446809,933.394,1586.7698
5,17.358769156020145,1.0598161712300451,1,15.454602665566547,978.313,1858.7947
